Comment,Sentiment
Its nice and will ne nicer if we had an educated government at the centre. Let us all smile and give Shri Arvind kejriwal a chance to lead India. Please vote for AAP,0.44999999999999996
Universe&#39;s best standup till now....😂😂😂can&#39;t stop laughing😂😂😂 u r ultimate yrr.. Totally loved it and enjoyed it.. there was not a single moment where i stopped laughing. 😂😂😂😂 hatts off to u man❤😂,0.4471428571428572
You really are phenomenal. Very original and your ability to narrate from life as a part of comedy is amazing. Bassi you truly are a Comedy guru.,0.446875
To write this much content and memorize it for live stage... Very impressive Bassi sahb,0.4454545454545455
subscribers to watch tha BEST of movies hereh i am dead sure this  song is going to become a part of upcoming wedding seasons 😊<br>😭... entrance of bride and groom with this song,0.43333333333333335
😂😂outstanding performance outstanding content bassi bhai.. Super duper hit,0.41666666666666663
Fortunate to have heard it live in Delhi yet again laughed non stop for the whole duration 😂 Amazing talent ❤,0.40727272727272723
<b>He shares the life incidents with pure honest mind</b> 😅😅😅😅😅,0.40714285714285714
One of the best stand up. Huge round of applause to Bassi.,0.4000000000000001
After 5 months i really smiled thanks to you bassi sir❤,0.4
This is called genuine comedy without hurting any sentiments.,0.4
He is just superb like everytime.. amazing storyteller with the same enthusiasm.. not even drop for a second...,0.4
Being an UPSC aspirant it was so much fun to watch and  totally refreshing in this journey of preparing for the exam.... Salute officer 🙌,0.4
Bassi bhai thanks for these amazing 37.26 minutes😂😂😂,0.4
Bassi redefining Stand up.. Content creator did a fantastic job and Bassi nailed it with his timing and expressions.,0.4
That is why education is much much important,0.4
Free of depression 😂😂 <br>His storytelling is medicine 💊💉,0.4
19.25 fantastic line,0.4
This is called genuine comedy without hurting any sentiments.👌🔥,0.4
I have a genuine question.<br>Agar inko room tak pohochnekeliye 4 din lagte hai to vo maid aunty roj kaise aati hai😂😂😂,0.4
Laughing sound bahut jyada hai bhai kam agli bar kam rkhna,0.4
Ye jabardasti ka laughing sound dalna band karo..... achha nehin lagta,0.4
The only man who can maintain his audience&#39;s excitement for straight 37 mins just by his awesome storytelling skill.... Hats off officer😂😂🫶🏻,0.39999999999999997
"Laughed this long after so long, really awesome 🤩👏👏👏",0.39999999999999997
Bassi u r too much 😂😂😂😂😂  most hilarious 37 mints officer 😂😂😂😂😂,0.39999999999999997
This is so relatable with all upsc aspirants! Thanks for presenting the upsc journey in such a wonderful manner.,0.39999999999999997
"Bassi,upmanyu and zakir. Three of the best stand up comedians. No negativity, no adult jokes nothing. Pure entertainment.",0.38809523809523805
"Omg! Whole <a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=37m26s"">37:26</a> min was super amazing, I couldn’t stop laughing, watching once again 😂",0.37777777777777777
"I don&#39;t know how many times I&#39;ve watched this, but every time it&#39;s like watching it for the first time. You are a gem bassi bhai.",0.375
"Omg just can&#39;t believe i laugh out loud for ejole 37 minutes my mood was off bassi bhaiya, thank u buddy 😂😂🤣 meri mummy soch rhi thi mai pagal ho gyi hu 🙂🤣🤣😂 u r amazing lots of love to u",0.375
The thought process of writing jokes and linking them throughout the stand up is unbelievable 🔥 That&#39;s why he is one of the best.. 💪,0.375
One of the best standup comedy I hv seen in my entire life every second was hilarious 😂😂😂😂😂😂😂,0.375
huge improvement from bas kar bassi. laughed for entire video,0.3666666666666667
Bassi has a unique way of storytelling really amazes me everything. ❤ love from meerut.,0.35833333333333334
👌 specially ending section,0.35714285714285715
Are bhai special me kya hogya tha itna bore mara,0.35714285714285715
I watch this first time and i will never forget these 37 minutes in my whole life.. b coz i laugh more and more 😂😂😂😂😂😂,0.35
U r True Gem bro ❤,0.35
This piece of comedy art will definately cross atleast 50M.. good luck😊,0.35
I was a fan and I am a bigger fan now. Keep up the good work.😂😂😂😂,0.35
Khatarnak 😂😂😂....🙏🙏🙏🙏😂😂😂😂this is really.....😂😂😂😂37 min full of laughter,0.35
The one and only bassi can do this types of storytellings 😂😢😢❤❤❤ just loved it bassi bhai🎉,0.35
"<a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=1m23s"">1:23</a> Bhai upsc ka full form mujhe bhi nahi pata tha 😅",0.35
Waise UPSC ka Full form kya hai😂,0.35
Ye wala leke 6 baar dekh raha hu video wo bhi full,0.35
More than 5M views in less than 24 hrs...  No words for this absolute masterpiece.. laughed straight for 40 mins.😂 Salute officerr!!!!,0.3443229166666667
"Bhaiya...<br>I am a UPSC aspirant myself, don&#39;t know after how many days I am laughing openly.  It was great to see this video of yours and I have been able to relate somewhere.  Thank you very much for making videos on such content.<br>Keep it up 👍",0.3433333333333333
Simply splendid.Thank you <br>GBU more to spread more laughs &amp; smiles.,0.3333333333333333
No one can beat him in telling stories in such stylish and yet hilarious way.. Bas mat karna Bassi...,0.3333333333333333
"I could visualize everything he narrated,that&#39;s his speciality... super officer. .❤",0.3333333333333333
Super hit ❤❤ मज़ा आया ।,0.3333333333333333
There is much more loud sound of audience clapping than that of bassi 🥲,0.3333333333333333
Being an aspirant I can surely say this motivates me more than any actual motivational video😂,0.3333333333333333
Super duper malamal Blockbuster<br>Has has k pet ful Gaya <br>Koi pregnant ho Gaya esa na soch ley Bhai 😅😅😅,0.3333333333333333
Super 😂😂😂,0.3333333333333333
A worthy 37 min😂😂,0.3333333333333333
Super,0.3333333333333333
I laugh in full video .🤣🤣🤣🤣🤣🤣Amazing sir.,0.32499999999999996
Laughed my heart out after so long... salute officer!,0.31875
dada love form bangladesh..❤❤❤❤  ...plase new video....,0.3181818181818182
You are simply mind-blowing! Yaar love you Bro! ❤️👍,0.3125
Okay so this is the most funniest stand up comedy i have ever seen in my life🙃 every single word coming from his mouth is a laughter therapy😅 Thank you bro you made my day👍,0.30952380952380953
"I literally laughed soo hard yr, just hilarious 😂",0.30277777777777776
😂😂😂😂😂😂😂 real comedy...stress free,0.30000000000000004
I don&#39;t know how many times I&#39;m watching this epic standup 😂😂😂,0.3
Thank you officer for making me laugh for 37 minutes .😂,0.3
No one can beat him in &#39;The laugh store😂&#39;,0.3
Haven&#39;t laughed this much in the last 2 years.... officer you deserve a salute 🫡🙌😂,0.3
thank you for making us laugh officer😂,0.3
Both the questions he said are from UPSC CSE pre - 2016... <br>Amazing comedy and dedication for comedy by this man....made me laugh like anything,0.3
Heart paining laugh.. I was thinking to do preparation for UPSC now re thinking 😂,0.3
How can Someone collect laugh from Line 1😂😂,0.3
37 min... Totally worth it...🤣👍,0.3
the most epic 37 minute 😂😂😂,0.3
Want to erase these 37 minutes from my memory to watch it again and laugh again❤❤,0.3
"Abhishek upmanyu, bassi &amp;  zakir three legend who can genuinely make his audience laugh for straight 40 mins 👏♥️",0.3
37 minutes m non stop laugh 😅,0.3
"As a upsc aspirant, I found those 2 questions extremely useful for my preparation 😂",0.3
No one can beat u bassi ..you make everyone smile and laughter,0.3
"This was so fun and 37 min feels like 3 min 😂😂  <a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=26m40s"">26:40</a> was damn😂",0.3
These 37 minutes are far better than any entertainment ❣️❣️😂💯,0.3
A laugh riot😊😊,0.3
It’s amazing…. I can’t stop my self to laugh this 37 minute… No one can beat bassiii……❤,0.3
Hatts off to you sir for continuously standing for hours and making us all laugh ❇️,0.3
Bassi uploading a video on YouTube is as rare as clearing a upsc exam,0.3
totally worth it,0.3
Oz fresh <br><br><br><br><br>Oz Fresh Fruit &amp; Vegetables,0.3
Oz Fresh Fruit &amp; Vegetables,0.3
Glad to have witnessed this live! Pure art 🙌🏻 bassi ♥️♥️♥️,0.2949134199134199
"This is your first vidoe I ever watched and seriously it was far better than those vulgur stand up comedians , really those were mine shortest 37 minutes man really amazing I have no words that how much I laughed while watching this 😂😂😂😂😂👏👏👌👌🎉<br>Salute officer 👮‍♂️👮‍♂️",0.28809523809523807
I am an I p s officer please delete this video other wise I complaind in SC<br>Than u know what happens,0.2875
"You exactly know the difference between &quot;passing jokes&quot; and              &quot; humiliating  someone&quot;..... appreciative genuinely👏Stay the same🙏😄...May God bless you with immense patience, abundance  and willpower!💫",0.2833333333333333
"The way he presents the story... With correct modulation, punctuation and expression.... a true comedian.... It&#39;s hard to make people laugh for 10 mins also... But he is supremely talented.... he pulled it off so good for the entire 37 mins.... I have watched this video so many times but each time I get the same amount of laughter 😂😂😂😂😂😂😂..... Well done Officer 🎉",0.2822916666666666
Hahaha 😂 true Art<br>All time favourite ❤,0.275
funniest standup comedy video I have even seen!<br>I couldn&#39;t help but laugh for 37 mins straight!,0.275
First time in my life I feel laugh 😅😂❤,0.275
Fun Fact: This is not your first time watching this video😂,0.275
"Now fun fact the person who is seriously interested in upsc search something about it ,he found this😂👏",0.275
Fun fact ;) the maid&#39;s name was sharla aunty,0.275
it&#39;s not funny<br>for first time I didn&#39;t even smile  on your jokes.<br>It&#39;s downgrading,0.275
Thank you for your lovely talk show.  I was totally ruined by my life and job.  It made me feel my own breath and my own laugh.  I literally got tears into my eyes after laughing so hard.. Thank you so much Bassi🎉🎉🎉,0.2726190476190476
He never feels like scripted.... most natural and pure comedian,0.2714285714285714
"Bassi u man yaar 🤣🤣🤣🤣🤣your videos are damn too funny but this one was the hilarious one ..there wasn&#39;t any second where I didn&#39;t laugh .. I&#39;ve literally laughed my heart out for straight <a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=37m26s"">37:26</a> mins 🤣🤣🤣🤣🤣and this was shortest 37 mins I&#39;ve ever had in my life 🤣🤣🤣🤣🤣man it was damn funny.. I&#39;ll be coming to your show in Mumbai for the next time and for sure after watching this 😍😍😍 hopefully will get the same laughs in your show 🤣🤣🤣🤣great work man 🤟🤟🤟",0.27
Fabulous  yrr live hoti kaas mai,0.2681818181818182
Mood refresher..ty for creating such amazing content.. really made my day 😄,0.26666666666666666
And this officer briefly analysed the current 2023 upsc prelims 😂😂 proud of you officer.,0.26666666666666666
Such an amazing piece. Thanks a lot,0.26666666666666666
Bhai koe nae bs bassi can do this.. 37 minutes of sheer joy not even a second you get to stop laughing,0.26666666666666666
@AnubhavSinghBassi bhai kasam se these were the best 37 minutes of the whole week. Jitna pure hafte m nahi hasa utna yar ye video deakh k hass leya.. Thank you soo much for your hard work. You literally deserve appreciation. SALUTE OFFICER ✌🏻,0.2645238095238095
Another classic!! Bassi never disappoints!👏,0.26041666666666663
Pure content. Bassi proves why he is the king of comedy. Inspired by his life story. 8 videos 283 m views and still counting. It’s just the start. Hats off.,0.2571428571428571
"I swey ,  this video can make a person laugh very highly at any situation , any moment . 🤣",0.254
I am watching this on my hospital bed on fourth day of my surgery... Can&#39;t continue more than 9 minutes as my stomach started hurting 😂😂... Will watch it after couple of weeks,0.25
this man is so funny i cant stop laughing and now i am having headache because of laughing but i am still watching,0.25
I&#39;m depressed bhai but whenever I see Your Videos.. I Laugh Alot.. thanks for being my therapist ❤❤,0.25
That was too funny man 😂😂😂,0.25
He never failed to keep us laughing nonstop😂,0.25
Why only for 37 min we can listen him for more thn hours ❤️❤️❤️❤️,0.25
"Fantastibular...hjs comic sense and the way he descrubed kamwali bai character, just hatts of to stand up comedy skill👏",0.25
Maid wala part bohot funny tha 😂😂❤,0.25
What a concept sir ........superb every line was funny....,0.25
No one can beat bassii<br>37 minute....still hilarious till last drop....he is a legend... Salute officer 🎉🎉,0.25
😂😂Best comic set ever,0.25
He never fails to impress 😂😂😂,0.25
First time maine koi comic video download karke save kar li hai .. mai daily raat ko ye video dekhta hu. Thank you  bassi sir for this hilarious video,0.25
"Most of his comedies have pretty much same story line. It revolves around hostel, studies and a friend.",0.25
Was the most ultimate comedy.,0.25
"What a content!! Bassi.. Really! nowadays, no one can beat you in Hindi comedy.",0.25
"Bhagwan kasam bahut saalo baad itna hasa hu… bike par bethe bethe video dekha road ke side mai, log mujhe dekh dekkh ja rhe the bhai … wo sochne lage isko kya ho gya ye akela kyu hans rha hai ye itna khush kese ho sakta hai… par aaj such bta rha hu bassi bhai dil se hasa hu sab kuch bhula diya aapne in 37 mintus mai. Love you bro 😂",0.25
i know this is not ur first visit here😂😂😂😂,0.25
POV: its not your first time to watch this video,0.25
"his skills🔥<br><a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=35m32s"">35:32</a> even superstition becomes funny",0.25
To funny yrr 😂,0.25
Bro you are the first rank😮😅,0.25
"I don&#39;t understand what you&#39;re saying, it should be funny. <a href=""about:invalid#zCSafez""></a>",0.25
You killed it man 😂 loved it ❤,0.24999999999999997
Bassi is wayy too good ... I wish he continues as a stand up comedian and not wander into Bollywood stuff....because he is a gem who shouldn&#39;t go to waste.,0.24999999999999997
"I laughed continuously 37 minutes😂😂😂,you killed it bhai❤",0.24999999999999997
"Watched him perform this set live in Sydney, absolute laugh riot!",0.23712121212121215
I laughed so hard. Itne dukh pe hasi dila di.. 😂😂😂 Every bit of it is worth it.. 👌,0.23611111111111108
After watching this..I’m damn sure to get rank 4 in UPSC 😂😂😂😂 Superb,0.2333333333333333
"Low grade comedy, the only good thing is he avoided vulgarity",0.2333333333333333
Maine suna tha comedy me punch line pe hasna h bt Bhai Sahab bassi Bhai ne to ek Puri comedy hi  punch line pe bana di Bhai Sahab tabahi tabahi macha di Bhai ne ab jise content ka asli Mtlb ya synonyms janna ho wo ye vdo aake dekh le superb hands down Bhai sahab i bow down infront of him coz he deserves that 🙌🙌🙌🙌♥️♥️♥️♥️♥️,0.22962962962962963
This guy radiates so much positive energy that he has tendency to uplift everyone&#39;s mood 🤞❤😊,0.22727272727272727
The only stand-up comedian with no haters.....no cringe jokes....no unnecessary sexual talks..... Abhishek upmanyu and bassi just two guys with great sense of humour ❤,0.225
Your comedy is unbelievable    laughed _____&lt;,0.22499999999999998
"What is/are unique about &#39;Kharai Camel&#39; a breed found in India?<br>1. It is capable of swimming up to 3 kilometres in seawater.<br>2. It survives by grazing on mangroves.<br>3. It lives in the wild and cannot be domesticated.<br>Select the correct answer using the codes given below.<br>(a) 1 and 2 only<br>(b) 3 only<br>(c) 1 and 3 only<br>(d) 1, 2 and 3",0.22499999999999998
I haven&#39;t cackled so hard so chronically since I was conceived<br> (imagine he jokes about this in the next video☠)<br><br>translation: I haven&#39;t laughed this hard in a while. Best Stand-up Comedian to exist &lt;33<br><br>p.s. Toronto aajau please😖,0.22333333333333333
"No vulgar jokes, no hurting anyone. Just pure humor.. I have not laughed this much in a while... Thank you bassi... you are just too good man  <a href=""about:invalid#zCSafez""></a>",0.22285714285714286
"Every single second was worth it .There were moments when i was literally dying of laughter and laughed so hard that couldn&#39;t even breathe properly .A TRUE LEGEND,HATS OFF!!!",0.22008308531746032
"Being an UPSC aspirant, I can totally relate with this 😂... Mukherjee nagar and GTB nagar!!And the momos one is absolutely true! 😅 Thank you Bassi sir ❤",0.21875
Name is baasi but content can never be baasi... It&#39;s fresh and new always.    37 minutes felt like 37 seconds. Baasi never disappoints. 💕,0.21818181818181817
To all the people who make us laugh.. they dont know that sometimes their videos came as live savers 💖,0.21818181818181817
pure comedy officer 😂😂👏👏,0.21428571428571427
Pure Comedy 😅,0.21428571428571427
"The legend Bassi. No humiliation, just pure comedy.",0.21428571428571427
37 minutes of pure laughter❤,0.21428571428571427
Pure Backchodi Bassi😂❤️,0.21428571428571427
"1. Musa indandamanensis, a new and distinct sweet species of banana with orange pulp, has been discovered in the Andaman islands.<br>The species was found by a team of scientists from the Botanical Survey of India (BSI).<br>The newly discovered species is also thrice in the size of a regular banana species. <br>The new species is about 11 metres high.<br><br><br>2.The Kharai camels are a unique breed of the camel found only in Kutch of Gujarat and feed on mangroves on the island offshore.<br>The Kharai camels can swim up to three kilometres into the sea in search of mangroves, its primary food.<br>People consume their milk, while male calves are sold for economic returns. Hence it can be domesticated.<br>Given the breed’s ability to survive both on land and sea, the Kharai camel is one of the most preferred choices of graziers in the arid coastal region of Kutch.",0.21117424242424243
"The &#39;Kharai&#39; camels are a unique breed of camels that can swim. The camels swim long distances in the sea to reach its grazing areas, usually more than 3 km at a time even in deep waters. They eat large volumes of mangroves or saline plant species.",0.20785714285714282
I laughed so hard that i had tears and my voice started to break,0.20416666666666664
"I laughed so hard, my ribs were paining...salute officer 🙋‍♀️",0.20416666666666664
Laughed Hard and Hard... it was one of the best  stand up of his😂😂 Just made those minutes worth watching and hearing and definitely we were living the scenarios he was narrating😅 Exam especially,0.20238095238095238
The guy didn&#39;t use any vulgar joke to make us laugh. Superb,0.20000000000000004
You are amazing. I literally had to pause in between because my cheeks started laughing insanely. You are the best ❤️,0.20000000000000004
"Bassi, you really deserves a salute 🫡🫡",0.2
Thank you bassi for making me forget my troubles for these 37 min. Thanks a lot buddy,0.2
Thank you for the laughter! This is so much needed in our lives ❤🎉 god bless you,0.2
"This is called standup comedy. The presentation, the content, and the humor are really commendable.",0.2
Honestly…this guy has got some real skill. Job done well.,0.2
"This is called standup comedy. The presentation, the content, the humor is really commendable. 💌",0.2
"Anubhav singh have real anubhav of everything, you should have sense of humour to understand him ❤❤ I was that <a href=""http://www.youtube.com/results?search_query=%23rank"">#rank</a> 3 officeer 😂😂",0.2
This is called real stand up comedy 💥,0.2
"The fact is, these two questions were really there in 2016 UPSC prelims",0.2
"If I die laughing, you will be responsible for that, Bassi Bhai.😂😂😂😂",0.2
"In the world of 15sec content, bassi comes with a straight 37m Masterpiece.😂",0.2
Wow wow wow ❤️❤️he deserves everything 💕harsh gujral sirf insult krta h audience ko 😡but this man love it,0.2
Thanku so much bassi bro its made my day,0.2
One of the favourite 37.26 min thankyou so much Bassi,0.2
It is very relaxing and relatable  sir,0.2
"Bhai kasam se mazza aa gya😂<br>Ek Baar fir se Spain aaja personal space may Nahi aa rha <br>But ek no.  wala enjoy karenge dono 😎 bhai milke🤘<a href=""http://www.youtube.com/results?search_query=%23benidorm"">#BENIDORM</a>",0.2
"THIS IS NOT COMEDY,THIS IS REAL LIFE😅😅😂😂",0.2
I am an UPSC aspirant. Bassi Sir nailed it. Thanks For this Video. 😂❤,0.2
This is how real Standup Comedy Looks like 🔥🔥🔥🔥🔥,0.2
This guy really deserve an Oscar 😂,0.2
"<a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=5m42s"">5:42</a> very relatable 😂",0.2
I really wanted this video to never end... Bassi Bhai : The King of Stand-Up Comedy...❤❤,0.2
😂😂 today i realised why people go n watch stand-up these days...<br>37mins and i was literally dying with laughter.<br>Thanks bassi...🤗 I really needed this.,0.2
Khtrnaak observation...y real life h...laundo ki..nice bassi ji...,0.2
King 👑 of standup.. nobody can beat him.... that&#39;s call real standup..🎉,0.2
Absolute masterpiece content and whatta story telling art this man has🙌,0.2
Thanks for reducing my depression ❤,0.2
"The real reason why Tomatoes became so costly 😂 <a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=29m30s"">29:30</a>",0.2
🙏 thanks mujhe hasane ke liye ......,0.2
Jo batate hoo kya voo aapki real life me hua hota h kya,0.2
To much ads bc 😡😡,0.2
"No vulgarity,  but still genuine laugh of audience 🙌😇 ... The only person who can change mood instantly and can make you laugh straight for an hour😝🙌 <a href=""http://www.youtube.com/results?search_query=%23hatsoff"">#hatsoff</a> sir",0.19999999999999998
Yaar… mere emotions byan kar diye UPSC ko leke! Watching this was like déjà vu… laughed so hard! Thanks man! Brilliant! 👏👏👏,0.19208333333333333
he is the only man who never disappointed me 😊,0.1875
"i never laughed continously 40mins no one can beat you , you have a unique vibe ,unique jokes.The whole stand up was really mind blowing. JOB DONE WELL OFFICER!!",0.18250000000000002
This is by far the best performance. Never laughed like this in so long,0.17500000000000002
"Trust me, that attention to detail, creativity, dialogue delivery and bassi&#39;s expressions on stage shows his true potential and efforts put while making this stand-up comedy.🔥",0.175
The man is so cool and it&#39;s comedy is next level😂😂👍👍,0.175
"As a upsc aspirant I can say every word he is saying is extremely relatable I can&#39;t stop laughing ....I faced many things same when I visited first time delhi for preparation ... room rent , brokerage, bathroom size room ,4,5 floor pe room are exactly same😂😂maze hi aagaye 40 minutes 😂",0.175
UPSC FULL फॉर्म- Union Public Service Commission,0.175
"This camel question that Bassi is referring to is taken from prelims paper 2016. Here it is: <br><br>What is/are unique about Kharai camel, a breed found in India-<br>1. It is capable of swimming up to three kilometres in seawater.<br>2. It survives by grazing on mangroves.<br>3. It lives in the wild and cannot be domesticated.<br><br>Select the correct answer using the code given below.<br><br>(a) 1 and 2 only<br>(b) 3 only<br>(c) 1 and 3 only <br>(d) 1, 2 and 3",0.16874999999999998
Saw this live 2 years ago and my jaws still hurt by how much I laughed😂😂😂,0.16818181818181818
Literally every line has comedy and that too for more than half an hour..... You nailed it❤,0.16666666666666669
First time I&#39;ve  watched 37 min vdo without skipping a second or without pausing  ... veryyyy funny yar🤣🤣,0.16666666666666666
Sir bahut hi maza aaya aapke season main aur hasi to ruk hi nahi rahi thi 😊😊😊😊😊,0.16666666666666666
I can bet on social web that no one can force you to laugh for a continuous 37 minutes in a stand up comedy show......o bhai shab ek dil aap kitni baar aap Jeet loge.....<br>Hats off Bassi Bhai......❤,0.16666666666666666
Belive me brother Ye video main 5 bar dekh rha hu 👍🏼🙏🏼😂,0.16666666666666666
Momos was the main character 😂😂,0.16666666666666666
Upsc 😂bekaar h bhaiya main to tut gyaa😂,0.16666666666666666
37 minutes main meri kidneys main abs aa gye has has k😅,0.16666666666666666
Shandar bhai m daily yeh dekhte dekhte he sota hu super yaar bhai,0.16666666666666666
Bhai kya daal diye ho YouTube pe main zindagi me itna nhi hasa ki beech me video pause karni pade,0.16666666666666666
Me watching this high can relate everything he says 🤣🤣,0.16
The level of story telling and sense of humour is too high... 🙌🏻 💯<br>Salute officer 😂,0.16
He is high 😭😭😂😂,0.16
"You never know, Govt. will directly offer you an IPS job. Just like they did with Mahi bhai &amp; other famous personalities 😂",0.15833333333333333
"Not even only Anubhav, his friends are also not less than him, he along with his friend should also come at the same time on stage with him, the duo will be outstanding ngl 😂😂🤣🤣😂🤣 They will become the funniest person in this whole world in storytelling 🤣😂😂",0.15666666666666668
Making people laugh is also a big service to people.... thank you anubhav bhai,0.15
The Kharai are a rare breed of camel(who can swim) found in the salt marshes of Kutch district in the western state of Gujarat.,0.15
Ye aur harsh sath me shopping karte hai shayad dono ne J&amp;J pehna hai latest video me 😂😂,0.15
The way he delivers his Dialogues maan wow.. <br><br>He don&#39;t need a crisp script to made us laugh.. his natural talk is enough,0.14999999999999997
"Seriously I was enjoying this session and all of sudden it was end of the video.... outstanding performance, I was laughing loudly 🤣🤣🤣🤣 continuously till the end .... specially that vaishno mata dialogue 😂😂😂😅😅😅 Ultimate really, keep posting such content, we will wait eagerly ❤",0.14708994708994708
It&#39;s not easy to represent a story like that 😂😂😂<br>Love u bro ❣️this video was hilarious 🤣,0.14166666666666666
"First<br>Aur ek baat naya show tayyar hai. Ticket link daal raha hoon dekh lena apne hisab se miltey hain jaldi live shows per.<br><a href=""https://linktr.ee/anubhavsinghbassi"">https://linktr.ee/anubhavsinghbassi</a>",0.13636363636363635
Yaar new video dalo bassi bhaee kitna time hogya bhot miss karte hai aapki stories,0.13636363636363635
watching it live and then watching it again was truly a nostalgia,0.13636363636363635
Who is new viewers here 🔥,0.13636363636363635
Bassi rocks ...I had huge laughter ... Saw it back to back 3 times,0.13333333333333336
After 3 months...I finally laughed...I was that much upset...even I was ignoring my standup comedy watching routine at dinner time....this much sadness requires this level of comedy to beat up..even I was scared agr ye comedy video se hasi nhi aayi to!!...but it worked..<br> thankful to Bassi..,0.13333333333333333
Sharing this to my mom on her birthday so that she can laugh out loud and actually feel good❣️☺️,0.13333333333333333
"I was watching it in local train nd the  whole crowd was staring at me, i was laughing tht hard.. You&#39;re simply amazing Man",0.12708333333333335
Thanks bassi for the countless smiles u have given to the people who are crying or depressed<br>Thanks from me and many others,0.125
UNBELIEVABLE --- NEVER SEEN BEFORE --- bc khatam hi nahi kar raha hai UPSC ki bkchodi .... Love you Bro.... 🤣🤣🤣🤣🤣,0.125
"Unbeatable Script. Comedy, Style, Emotions, Acting, Cant blink eyes for a second in the entire vid. Love from Pakistan and Please come for a Show.",0.125
Watxh first 5 min and then last 10 min,0.125
Comedians are unsung heroes. Laughed so hard after a long time.,0.11944444444444442
I have never laughed this much ever… u r outstanding 😊🎉🎉🎉🎉,0.11666666666666668
<b>These guys excudes such a positive energy that they trends to lift everyone&#39;s spirits 💛</b>,0.11363636363636363
Amazing writing yaar. Only Bassi can do this. One of the very few sensible stand-up comedian.,0.11333333333333336
Bhai pure time me itti hasi ni aye bus last ke 3 mnt me thoda maja aya,0.10714285714285714
"37 minutes tight set.. Wow.. When you can make people laugh for straight 40 minutes, it&#39;s called talent.",0.10535714285714286
Acha hua bhai tum UPSC clear nhi kar paye 😂,0.10000000000000002
"Why do we automatically imagine the whole story scene by scene in front of our open eyes,, when he tells you the details 😂😂😂😂😂",0.1
"<a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=27m06s"">27:06</a> That expression with &quot;Muhje chhauk dee... Budhiya&quot; epic 😂😂",0.1
"Literally, I was about to sleep but Bassi has really shocked.<br>Still watching but <a href=""https://www.youtube.com/watch?v=IEfBBYmxtIo&amp;t=37m26s"">37:26</a> are minutes are very short.",0.1
Absolutely epic. This guy is the brightest star in the galaxy,0.1
Wow..... what a stupendous episode,0.1
Epic content 🔥🔥🔥🔥🔥,0.1
&quot; ek dharti banado&#39;&#39; .......was epic 😂,0.1
i have recently shifted to ORN and he is very relatable,0.1
"It feels Bassi has lived each of these moments so well, he can direct a movie on himself😅",0.1
Definitely the real meaning of STAND UP COMEDY 😂👑,0.1
Epic 🔥🔥,0.1
Every second line is a punch in the whole video. Unbeatable Bassi!😊,0.1
This is epic,0.1
"uth teher raha hai, the epic one🤣",0.1
Premium Quality Ka Finayal WOW,0.1
Epic 😂😂😂😂😂,0.1
"Pakodi hai kis cheez ki ,  epic  tha 😂😂😂",0.1
Momos wali soft landing 🤣🤣🤣🤣,0.1
Officer am drinking RS here...best phenyl 😅 no liver effect direct 💀😅😅,0.1
One of the genuine laughs I&#39;ve had in a while. You killed it bassi 😂😂🔥,0.1
Bhai ek time complete nhi kar pa rha hun... Kahin haste haste chita na ban jaaun 😂,0.1
Expressing aspirant&#39;s pain with laughter...just wow,0.1
ऊंट was epic 😂😂,0.1
Maza nhii aaraha hai was epic 😂😂,0.1
"Old Rajendra Nagar me Momo kaha se aa gaye, Aap bhul Gaye ki aap abhi Old Rajendra Nagar ki baat kar rahe hai 😂😂😂😂",0.1
Syllabus complete 37 minutes,0.1
"Bhaiya old rajnigandha Nagar me maal kaise milta tha aapko,mujhe jarurat hai",0.1
Best part was RANK 3 😂 I. literally couldn&#39;t control beating my bed with hand🤣 n laughing,0.09999999999999998
Fab..just awesome <br>Good job officer..bs aapki rank 1 hi hai 2 nhi ho skti,0.09999999999999998
i don&#39;t even remember laughing this hard the last time. you have killed it literally Bassi. LOVED IT!,0.09583333333333333
😂😂😂😂😂😂😂😂😂it&#39;s just superb..every single second of this video just full of laughter 😂😂😂😂,0.09285714285714286
I forget all the pains of life when I hear u thank you will b very small for u bassi love u ❤,0.0875
Such a relief to see your come back in such epic way..keep going and I laughed so so hard..,0.08472222222222221
One of the genuine laughs i&#39;ve had in a while. You killed it bassi!,0.07500000000000001
I don&#39;t comment a lot on videos but it was just superb.... I was laughing the whole time so hard that my parents thought I have gone mad 😂😂😂 ... Hats off 👍,0.0708333333333333
Sir mne phle baar apki vedio dheki I am 21 year&#39;s old or ye vedio mere stand up comedy ki one of the best vedio thi I like ure voice and expressions really really sorry you r to<br>o much.. funny,0.06999999999999999
37 minutes fully worth watching this..... Thnku bassi sir... Laughed a lot through out 37 minutes 😂😂😂😂 ajj se meri rank 4,0.06666666666666665
"If we connect the dots backwards, Now we know why his every academic failure is supposed to be an iconic video in history. ❤",0.061111111111111095
