Comment,Sentiment
"ark Knight Dummo<br>/<br>Текст песни<br><br>Основные результаты<br><br>Oh my God (Honorable C.N.O.T.E)<br>Oh my God<br>Yeah, haha<br>Big 14, know what the fuck goin&#39; on<br>Ayy<br>Hold up, take a moment, count my guap, count my guap<br>All these racks bomin&#39; in, they bomin&#39; in, hold up, ayy<br>Count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pulled up in a drop-top, she drop dead<br>I pulled up in a drop-top, she drop dead<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands, yeah<br>Hold up, I don&#39;t know what planet I&#39;m on (don&#39;t know, don&#39;t know)<br>I&#39;m the king, lil&#39; bitch, watch the throne (watch the throne)<br>I feel like Valdo, I&#39;ll chop off your arms (off your arms, yeah), yeah<br>Steady causin&#39; havoc, yeah (causin&#39; havoc)<br>Bitch, I&#39;m ballin&#39; hard just like a maverick (yeah)<br>Money stretch long, lil&#39; bitch, like elastic (yeah)<br>Now that bitch steady callin&#39; me Mr. Fantastic, yeah, ayy<br>Know I keep a ratchet (a ratch&#39;)<br>If you play, boy, I&#39;ll turn your ass to ashes (ah)<br>Automatic, doo-doo-doo-doo, bitch, I&#39;m blastin&#39; (doo-doo-doo-doo) <br>Yeah, ooh, put you in a casket (yeah, yeah, yeah)<br>Money sit long, it&#39;s elastic<br>I don&#39;t know what planet I&#39;m on (I&#39;m on Mars)<br>I&#39;m the king, lil&#39; bitch, watch the throne (chop your arms, yeah)<br>I feel like Valdo, I&#39;ll chop off your arms (watch the throne), yeah<br>Hold up, take a moment, count my guap, count my guap (yeah)<br>All these racks bomin&#39; in, they bomin&#39; in (it&#39;s lit), hold up, ayy<br>Count my guap, count my guap (straight up)<br>Cannot stop comin&#39; in, comin&#39; in (yeah, yeah)<br>Pulled up in a drop-top, she drop dead (alright)<br>I pulled up in a drop-top, she drop dead (yeah)<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands (yeah)<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands, yeah<br>Astroworld&#39;s my planet, my home (yeah)<br>Car&#39;s too hot, the fume&#39;s too strong (yeah, yeah, it&#39;s lit)<br>Mixed this cup for way too long (yeah, yeah, alright)<br>Add it up, don&#39;t subtract it (yeah, yeah), yeah<br>Pour this eighth with me and let&#39;s get blasted (yeah, yeah, straight up)<br>Lambo&#39; drive like a dragon (ooh, skrrt, skrrt)<br>Can&#39;t fall asleep at night &#39;cause they attackin&#39;, yeah<br>I hop in the coupe, go insane (fast)<br>I disappear, go David Blaine <br>We don&#39;t do the same (no)<br>I feed all my bitches the &#39;caine (white)<br>I double cup to drown the pain (drank)<br>Light the octane (yeah-yeah, yeah, yeah, gas)<br>I&#39;ma put six in the Lambo&#39; and jet to the plane (skrrt, skrrt)<br>Move for this chain with your elbow, I hope you got aim<br>Don&#39;t need no more stains or get hot like my name (La Flame)<br>Yeah, hide out in the trees with the bumblebees, please say the name three times<br>We gon&#39; pop up on you like I&#39;m Bloody Mary, man (ayy)<br>Hold up, take a moment, count my guap, count my guap<br>All these racks bomin&#39; in, they bomin&#39; in, hold up, ayy<br>Count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pulled up in a drop-top, she drop dead<br>I pulled up in a drop-top, she drop dead<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands, yeah",-0.09958333333333333
brabaaaaa,0.0
Bro classic 2018 he never knew he’d start the rage genre.,0.16666666666666666
It&#39;s 2023 and the song slaps,0.0
Trippy is the type of dude to have 20000 points and refuses to open up any doors,0.0
"Bruh, this one of the hardest beats ive ever heard 😭😭😭",0.0
This song slaps hard ONG,-0.2916666666666667
Still banging this March 2023,0.0
2022 still banging,0.0
When trippie actually was being trippie redd,0.0
Normal rapstar: women models<br>Trippie Redd: exgirlfriends,0.15
When I first heard his song he was my favorite rapper,0.375
Not even a Trippie fan but I always liked this song🤷🏿‍♂️,0.6
100%100 its so good,0.7
This song has a special fan base <br>From 🇧🇩 🔥🔥🔥🔥🔥,-0.22142857142857145
this shit still hard 2023!!!,-0.3848307291666667
Trippie : i DONT KNOW WHAT PLANET WE ARE ON <br>Travis: ASTROWORLD TRIPPIE WHERE ELSE DO YOU THINK WE ARE,0.0
que buen tema,0.0
2022 this song won’t get old,0.1
This goes harder than 3 belts,-0.1
this songs hits hard asf,-0.2916666666666667
Trippie I love you and this song,0.5
I think the camera man is more scared of trippie redd than the zombies are,0.5
one of the hardest music videos of all time,0.0
I love this,0.5
This still so hard,-0.2916666666666667
2023: still the same unique vibe,0.1875
This song is lit,0.0
Zombies joined the chat<br>Trippie redd joined the chat<br>Travis scott joined the chat<br>Zombies have left the chat,0.0
this song is fire,0.0
I listen to this song when I wanna party with my inner demons,0.0
you the best trippie,1.0
september 2022: still a banger,0.0
Naw dats crazy I jus randomly came back to this cause it was in my head and it dropped tomorrow years ago,-0.3666666666666667
"<b>”BABY I NEED YOUUUU IN MY LIIIIFE, IN MY LIFE”</b>",0.0
4 years later and aleks still wildin 🤣,0.0
2022 still a banger 💯,0.0
Good music I ever listened when I was 7,0.7
im so obsessed with this,-0.5
Why do i remember this song having over 400mil views?,0.0
Imagine those were normal ppl and trippie is just delusional,0.15
This song will never get old. when i have kids they gotta listen to this bro,0.1
2022 never left fire 🔥,0.0
This is the best song 🎧,1.0
Travis Scoot meu favorito,0.0
"[Intro: Trippie Redd]<br>Oh my God (Honorable C.N.O.T.E), oh my God<br>Yeah, haha<br>Big 14, know what the fuck goin&#39; on<br>Ayy<br><br>[Pre-Chorus: Trippie Redd]<br>Hold up, take a moment, count my guap, count my guap<br>All these racks bomin&#39; in, they bomin&#39; in, hold up, ayy<br>Count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br><br>[Chorus: Trippie Redd]<br>Pulled up in a drop-top, she drop dead<br>I pulled up in a drop-top, she drop dead<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands, yeah<br><br>[Verse 1: Trippie Redd]<br>Hold up, I don&#39;t know what planet I&#39;m on (Don&#39;t know, don&#39;t know)<br>I&#39;m the king, lil&#39; bitch, watch the throne (Watch the throne)<br>I feel like Voldo, I&#39;ll chop off your arms (Off your arms, yeah), yeah<br>Steady causin&#39; havoc, yeah (Causin&#39; havoc)<br>Bitch, I&#39;m ballin&#39; hard just like a Maverick (Yeah)<br>Money stretch long, lil&#39; bitch, like elastic (Yeah)<br>Now that bitch steady callin&#39; me Mr. Fantastic, yeah, ayy<br>Know I keep a ratchet (A ratch&#39;)<br>If you play, boy, I&#39;ll turn your ass to ashes (Ah), yeah<br>Automatic, doo-doo-doo-doo, bitch, I&#39;m blastin&#39; (Doo-doo-doo-doo), yeah, ooh<br>Put you in a casket (Yeah, yeah, yeah)<br>Money sit long, it&#39;s elastic<br>I don&#39;t know what planet I&#39;m on (I&#39;m on Mars)<br>I&#39;m the king, lil&#39; bitch, watch the throne (Chop your arms, yeah)<br>I feel like Voldo, I&#39;ll chop off your arms (Watch the throne), yeah<br><br>[Pre-Chorus: Trippie Redd &amp; Travis Scott]<br>Hold up, take a moment, count my guap, count my guap (Yeah)<br>All these racks bomin&#39; in, they bomin&#39; in (It&#39;s lit), hold up, ayy<br>Count my guap, count my guap (Straight up)<br>Cannot stop comin&#39; in, comin&#39; in (Yeah, yeah)<br><br>[Chorus: Trippie Redd &amp; Travis Scott]<br>Pulled up in a drop-top, she drop dead (Alright)<br>I pulled up in a drop-top, she drop dead (Yeah)<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands (Yeah)<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands, yeah<br><br>[Verse 2: Travis Scott &amp; Trippie Redd]<br>Astroworld&#39;s my planet, my home (Yeah)<br>Car&#39;s too hot, the fume&#39;s too strong (Yeah, yeah, it&#39;s lit)<br>Mixed this cup for way too long (Yeah, yeah, alright)<br>Add it up, don&#39;t subtract it (Yeah, yeah), yeah<br>Pour this eighth with me and let&#39;s get blasted (Yeah, yeah, straight up)<br>Lambo&#39; drive like a dragon (Ooh, skrrt, skrrt)<br>Can&#39;t fall asleep at night &#39;cause they attackin&#39;, yeah<br>I hop in the coupe, go insane (Fast)<br>I disappear, go David Blaine<br>We don&#39;t do the same (No)<br>I feed all my bitches the &#39;caine (White)<br>I double cup to drown the pain (Drank)<br>Light the octane (Yeah-yeah, yeah, yeah, gas)<br>I&#39;ma put six in the Lambo&#39; and jet to the plane (Skrrt, skrrt)<br>Move for this chain with your elbow, I hope you got aim<br>Don&#39;t need no more stains or get hot like my name (La Flame)<br>Yeah, hide out in the trees with the bumblebees, please say the name three times<br>We gon&#39; pop up on you like I&#39;m Bloody Mary, man<br><br>[Pre-Chorus: Trippie Redd]<br>Hold up, take a moment, count my guap, count my guap<br>All these racks bomin&#39; in, they bomin&#39; in, hold up, ayy<br>Count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br><br>[Chorus: Trippie Redd]<br>Pulled up in a drop-top, she drop dead<br>I pulled up in a drop-top, she drop dead<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands<br>My diamonds dancin&#39;, hopscotch, they holdin&#39; hands, yeah",-0.07648809523809526
"<a href=""https://www.youtube.com/watch?v=wrvN87l3s08&amp;t=0m56s"">0:56</a> me trying to look good in front of my crush",0.7
🔥🔥🔥👌🏽,0.0
The best feat,1.0
Primeira vez ouvindo 😁,0.0
Dam bro this has been banging for Tera now,0.0
I love  you trippy redd,0.5
People: “2020 has to be the worst year to ever exist.”<br>2021:,-1.0
This song is elite,0.0
2022 this still hits hard,-0.2916666666666667
"Trippie Redd: I don&#39;t know what planet I&#39;m on<br>Also him: I&#39;m on Mars",0.0
Perfect!,1.0
So nostalgic,-0.5
I choked on a mint while listening to this from how hard the base hit me.,-0.5458333333333334
God it&#39;s been a while since I heard this song...,0.0
i remember feeling like batman when listening to this,0.0
After listening to this song me started walking up the stairs after turning the lights off but unfortunately I fall down from it and fucked my head up🤣🤣🤣,-0.4185185185185185
"Oh my God<br>Honorable C.N.O.T.E<br>Oh my God<br>Yeah, Big 14 know what the fuck goin&#39; on<br>Aye<br><br>Hold up<br>Take a moment, count my guap, count my guap<br>All these racks bomin&#39; in, they bomin&#39; in (hold up)<br>Aye, count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pull up in a drop top, she drop dead<br>I pulled up in a drop top, she drop dead<br>My diamonds dancing, hopscotch, they holding hands<br>My diamonds dancing, hopscotch, they holding hands<br><br><br>Yeah, hold up<br>I don&#39;t know what planet I&#39;m on<br>I&#39;m a king, lil bitch watch the throne<br>I feel like Bono, I&#39;ll chop off your arms (off your arms, yuh)<br>Steady causing havoc, yeah<br>Bitch I&#39;m ballin&#39; hard just like a Maverick<br>Money stretch long lil bitch, like elastic<br>Now that bitch steady calling me Mr Fantastic, yeah, ayy<br>Know I keep a ratchet (alright)<br>If you play, boy I&#39;ll turn your ass to ashes, yeah<br>Automatic, doo, doo, doo, doo, bitch, I&#39;m blasting yeah<br>Ooh, put you in a casket, yeah<br>Money stretch long, it&#39;s elastic<br>I don&#39;t know what planet I&#39;m on (I&#39;m on Mars)<br>I&#39;m a king, lil bitch watch the throne<br>I feel like Bono I&#39;ll chop off your arms (yuh)<br><br>[Trippie Redd &amp; Travis Scott]<br>Hold up<br>Take a moment, count my guap, count my guap (yeah)<br>All these racks bomin&#39; in, they bomin&#39; in (hold up, it&#39;s lit)<br>Ayy, count my guap, count my guap (straight up)<br>Cannot stop comin&#39; in, comin&#39; in (yeah)<br>Pull up in a drop top, she drop dead (alright)<br>I pulled up in a drop top, she drop dead (yeah)<br>My diamond&#39;s dancing, hopscotch, they holding hands (yeah)<br>My diamond&#39;s dancing, hopscotch, they holding hands (yeah)<br><br>Astroworld&#39;s my planet, my home (yeah)<br>Car&#39;s too hot, the fumes too strong (yeah, yeah, it&#39;s lit)<br>Mixed this cup for way too long (yeah, yeah, alright)<br>Add it up, don&#39;t subtract it (yeah, yeah)<br>Pour this eighth with me and let&#39;s get blasted (straight up)<br>Lambo drive like a dragon (skrrt, skrrt)<br>Can&#39;t fall asleep at night &#39;cause they attacking, yeah<br>I, hop in the coupe, go insane<br>I, disappear, go David Blaine<br>We, don&#39;t do the same<br>I, feed all my bitches the cane (white)<br>I, double cup to drown the pain (drank)<br>Like a octane (gas)<br>I&#39;ma put six in the Lambo and jet to the plane (skrrt, skrrt)<br>Move for this chain with your elbow, I hope you got aim<br>Don&#39;t need no more stains, or get hot like my name (La Flame)<br>Yeah, hide out in the trees with the bumblebees<br>Please say the name three times, we gon&#39; pop up on you<br>Like I&#39;m Bloody Mary, man<br><br>[Trippie Redd]<br>Hold up<br>Take a moment, count my guap, count my guap<br>All these racks bomin&#39; in, they bomin&#39; in (hold up)<br>Aye, count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pull up in a drop top, she drop dead<br>I pulled up in a drop top, she drop dead<br>My diamonds dancing, hopscotch, they holding hands<br>My diamonds dancing, hopscotch, they holding hands<br>Yeah",0.08033333333333333
This music is the best🎉,0.0
Judge: “anything else”<br><br>6ix9ine: “actually i know what planet Trippie is on”<br><br>Judge:  “Does that conclude your statement”<br><br>6ix9ine:  “also travis scott was born on earth not astroworld”,0.0
Seja bem vindo ao Brasil meu mano ❤️❤️❤️❤️🔥🔥🔥🔥🔥🙏🙏🙏🙏🙏🙏🙏salve salve,0.0
4 yıl sonra bunu dinliyorsan iyi bir tiripie seversin demek,0.0
Fuck can we go back to 2018 simple times 🤧🤧🔥🔥🔥😭😭😭,-0.13333333333333333
2022 and still a vibe. Man said its 5 years ago and feels like yesterday,0.0
The sequel is coming!!!,0.0
This is like a horror movie but the scary ones are the humans.,-0.5
This song goes heart,0.0
Number 1 song of all time 🇸🇷,0.0
VIDA CARA 🥋,0.0
this is halloween vibe song for real,0.2
Best Trippie redd song ever 🔥🔥🔥,1.0
Imagine mistaking Trippie Redd for one of the zombies &amp; friendly fire is on,0.375
when travy said &quot;i hop in the coupe go insane&quot; 🔥🔥🔥,0.0
Homie said &quot; nah we ain&#39;t gon flex about new cars and hoes and shit we gon film some shit out the walking dead&quot; and I love that,0.05909090909090908
Amazing 🤩,0.6000000000000001
‘Legends’ say he is still counting his guap,0.0
Trippier red vc e foda,0.0
Man Travis should’ve had the Batman costume during this f,0.0
This is sick,-0.7142857142857143
still fire in 2022,0.0
This song makes me tell my mother to turn off TV and go to bed.,0.0
we still bumping this religiously.,0.0
it never gets old so count my gaup,0.1
Producer: how much rounds u need in a mag?<br>trippie: yea,0.2
2022 Im still on this good shit in these years,0.24999999999999997
2022 still lostening to this masterpiece,0.0
Good song,0.7
"2023, 5 years later. Shi still hittin different 🔥",0.0
Fucking gold,-0.6
Trippie got so much money in the Video but still gonna ask who buying the first door,0.225
Trippie is a LEGEND,0.0
This song is so goated man,0.0
Travis Scott part is lit 🔥🔥,0.0
Trippie&#39;s best in my opinion,1.0
"2023,5 years still listening😅😂😂",0.0
Barber: what kinda hairstyle do u want<br><br>Trippie: have u watched Sid the science kid?<br><br>Barber: say no more,-0.25
This go crazy,-0.6
Esse som mexe comigo me faz lembrar dela,0.0
Who here after he said they got the part 2?,0.0
This my best song to be honest,0.8
Still listening to this in 2023,0.0
The Graphics on this game look lit bro.,-0.4
That Optimus Prime Flow travis scott used will forever live in my mind..,0.13636363636363635
"¡Claro! Aquí te dejo otro ejemplo de un poema que cumple con las características que mencionas y que rima:<br><br>El sol brilla en el cielo con su fuerza y resplandor<br>y en su calor encuentro la vida y la energía<br>las aves vuelan libres, sin rumbo ni temor<br>y en su libertad veo la belleza de la alegría.<br><br>El mar se agita y sus olas rompen con furia y vigor<br>y en su misterio encuentro la fuerza y el poder<br>las conchas y los corales adornan su interior<br>y en su creación veo la perfección del ser.<br><br>El viento sopla fuerte, como un canto de amor<br>y en su melodía encuentro la pasión y la emoción<br>los árboles se mecen y se rinden a su humor<br>y en su movimiento veo la vida y la expresión.<br><br>La lluvia cae y su sonido es música celestial<br>y en su frescura encuentro la renovación y la paz<br>las flores se nutren de su agua tan natural<br>y en su fragancia veo la belleza y la verdad.<br><br>La noche llega y el cielo se cubre de estrellas<br>y en su brillo encuentro la magia y el misterio<br>la luna llena ilumina todo con su huella<br>y en su luz veo la maravilla y el misterio.<br><br>Así, en cada estrofa que escribo, en cada verso que riman<br>busco expresar la belleza, la emoción y la verdad<br>pues al final de todo, lo que cuenta es el amor en el corazón<br>y en esa luz encuentro la felicidad, la plenitud y la eternidad.",0.0
"shit still gas 2023, got me feelin zesty",-0.2
I remember back in the day I was listening to this banger while playing 2k19,0.0
Good night vibes of 2018,0.7
Judge: 20 years in prison <br><br>69: trippy actually killed everyone in his dummo video they were all enemies they kidnapped,-0.2
This shit 🔥,-0.2
Such a fire song bruh,0.0
When Trippie is in a zombie apocalypse,0.0
This is a masterpiece icl,0.0
2023 we still here wit it 🫶🏻,0.0
"<a href=""https://www.youtube.com/watch?v=wrvN87l3s08&amp;t=0m15s"">0:15</a> when your mom sends you to the store and tells you to keep the change",0.0
"Fiz um som inspirado numa base stilo Triipie Red.Ela vai se chamar I Am Soldier.<a href=""http://www.youtube.com/results?search_query=%23thank"">#thank</a> <a href=""http://www.youtube.com/results?search_query=%23the"">#the</a> <a href=""http://www.youtube.com/results?search_query=%23you"">#you</a> ❤❤🇧🇷👏👏😱😱🎵🎶🎼😎👌",-0.8
O rap o trap o funk e o hip hop e a união do mundo quebrando barreiras vencendo fronteiras,0.0
travis going hard on this beat  ngl,-0.2916666666666667
2022 Travis Scott monster truck part was a W,0.0
Who&#39;s still here after 4 years 😏,0.0
Trippie Red: “ I don’t know what planet I’m on”<br>Me: “me neither”,0.0
"no cap, an absolute heater! follow your goals",0.25
I love his smile,0.4
2023 still watching and listen this,0.0
"Bru, i remember the young me blasting this sht in public.",0.05
Used to binge watch this video in 4th grade,0.0
coronavirus: <b>attacks USA</b><br>Trippie: counts money,0.0
Əla mahnıdır,0.0
Amazing and very amazing I can&#39;t believe how amazing it is😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,0.6600000000000001
🔥🔥🔥,0.0
"Hoy me subi en un autobus camino al colegio y me encontre a una chica muy bonita con trensitas y me pidio esta canción, me quede tdo el dia pensando en ella. Solo espero que me la encuentre de nuevo jsjsjs",0.0
banger,0.0
This song makes me want to shower with no water,0.0
5 year s later !!! fireeeee,0.0
"bro 2016-2018 was the one, since then lifes been a madness bro💔",0.0
That best go hard 🔥🔥🔥,0.35416666666666663
Do not let Travis Scott on your cod zombies team. Man is just gonna sit in the tree the whole time.,0.2
5 years ago.... it feels like yesterday,0.0
Who here still Vibing to this in December,0.0
Da hora esse som já até perdi as contas que quantas vezes eu vi.❤🖤👅💣💥🇧🇷🇧🇷,0.0
2023 boppin it still,0.0
Love this video so much,0.35
incroyable !!!,0.0
Need this back,0.0
Is it just me or is everyone listening to old songs and feeling like they came out a week ago,0.1
"How in the world did this song get almost 2,000,000 likes?",0.0
Still one of the coldest music video themes beside DaBaby Superstar and Tech9 ft e40 Zombie.,0.0
Y is this sooooooooooooooooooooooooooo good,0.7
Take a moment count my gwap...Nice hook.🔥,0.0
"If you really want be insane with your music,I’m god, nice to meet you",-0.0666666666666667
Who else loves the &quot;OMAIGAAAAOUD&quot;s in the beggining,0.0
"Trippie and travis in a same track, miss this",0.0
4 years old this song wow  this shit is good,0.175
Who else randomly bumped this song,-0.5
One day I&#39;ll sing like this when i make millions...,0.0
i will have a feature with both of them by the end of this year,0.0
editor : what kind of effects you guys want ??<br><br><br>trippy : I want to kill some zombies,0.6
🇧🇷 muito foda,0.0
2023 and still listening to &quot;count my guap&quot;,0.0
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.0
This looked like a fun video for cast and crew,0.3
🎵🇧🇷🎵,0.0
Damn I can&#39;t wait to play BO4 Zombies the trailer lookin fire asf and trippie redd is in it!,0.0
This is song  I am always obsessed to play this,-0.5
Shit still bang!!!,-0.390625
Trippie the type to find a spell to summon zombies and then kills them like COD 😂,0.0
"Oh my god<br>(Honorable C.N.O.T.E.) oh my god<br>Yeah, Big 14 know what the fuck goin&#39; on<br><br>Aye, hold up<br>Take a moment, count my guap, count my guap<br>All these racks bombin&#39; in, they bombin&#39; in (hold up)<br>Aye, count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pull up in a drop top, she drop dead<br>I pulled up in a drop top, she drop dead<br>My diamonds dancing hopscotch, they holding hands<br>My diamonds dancing hopscotch, they holding hands<br><br>Yeah, hold up<br>I don&#39;t know what planet I&#39;m on<br>I&#39;m a king, lil bitch watch the throne<br>I feel like Voldo, I&#39;ll chop off your arms (off your arms, yuh)<br>Steady causing havoc, yeah<br>Bitch I&#39;m ballin&#39; hard just like a Maverick (yeah)<br>Money stretch long lil&#39; bitch, like elastic<br>Now that bitch steady calling me Mr. Fantastic, yeah, ay<br>Know I keep a ratchet (alright)<br>If you play, boy I&#39;ll turn your ass to ashes, yeah<br>Automatic, doom-doom-doom-doom, bitch, I&#39;m blasting yeah<br>Ooh, put you in a casket, yeah<br>Money stretch long, it&#39;s elastic<br>I don&#39;t know what planet I&#39;m on (I&#39;m on Mars)<br>I&#39;m a king, lil&#39; bitch watch the throne<br>I feel like Voldo, I&#39;ll chop off your arms, yeah<br><br>Hold up, take a moment, count my guap, count my guap (yeah)<br>All these racks bombin&#39; in, they bombin&#39; in<br>Count my guap, count my guap (straight up)<br>Cannot stop comin&#39; in, comin&#39; in (yeah)<br>Pull up in a drop top, she drop dead (alright)<br>I pulled up in a drop top, she drop dead (yeah)<br>My diamond&#39;s dancing, hopscotch, they holding hands (yeah)<br>My diamond&#39;s dancing, hopscotch, they holding hands<br><br>Yeah<br>Astroworld&#39;s my planet, my home (yeah)<br>Car&#39;s too hot, the fumes too strong (yeah, yeah, it&#39;s lit)<br>Mixed this cup for way too long (yeah, yeah, alright)<br>Add it up, don&#39;t subtract it (yeah, yeah)<br>Pour this eighth with me and let&#39;s get blasted (straight up)<br>Lambo drive like a dragon (skrrt, skrrt, ooh)<br>Can&#39;t fall asleep at night &#39;cause they attacking, yeah<br>I, hop in the coupe, go insane<br>I, disappear, go David Blaine<br>We, don&#39;t do the same (no)<br>I, feed all my bitches the caine (white)<br>I, double cup to drown the pain (drank)<br>Light the octane (gas)<br>I&#39;ma put six in the Lambo and jet to the plane (skrrt, skrrt)<br>Move for this chain with your elbow, I hope you got aim (hope you got aim)<br>Don&#39;t need no more stains, or get hot like my name (La Flame)<br>Yeah, hide out in the trees with the bumblebees<br>Please say the name three times, we gon&#39; pop up on you like I&#39;m Bloody Mary, man<br><br>Hold up, take a moment, count my guap, count my guap<br>All these racks bombin&#39; in, they bombin&#39; in (hold up)<br>Aye, count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pull up in a drop top, she drop dead<br>I pulled up in a drop top, she drop dead<br>My diamonds dancing, hopscotch, they holding hands<br>My diamonds dancing, hopscotch, they holding hands<br>Yeah<br><br>Traduzir para o português<br><br>Fonte: LyricFind<br><br>Compositores: Carlton Mays / Jacques Webster / Michael White<br><br>Letra de Dark Knight Dummo © Sony/ATV Music Publishing LLC, Ultra Tunes, Universal Music Publishing Group<br><br>￼https://m.letras.mus.br › trippie-redd<br><br>Dark Knight Dummo - Trippie Redd - <a href=""http://letras.mus.br/"">LETRAS.MUS.BR</a><br><br>Trippie Redd - Dark Knight Dummo (Letra e música para ouvir) - [Trippie Redd / Oh my God / Honorable C.N.O.T.E / Oh my God / Yeah, Big 14 know what the fuck ...<br><br>https://m.letras.mus.br › traducao<br><br>DARK KNIGHT DUMMO (TRADUÇÃO) - Trippie Redd - <a href=""http://letras.mus.br/"">LETRAS.MUS.BR</a><br><br>Trippie Redd - Dark Knight Dummo (tradução) (Letra e música para ouvir) - [Trippie Redd / Oh my God / Honorable C.N.O.T.E / Oh my God / Yeah, ...<br><br>https://m.letras.mus.br › travis-scott<br><br>Dark Knight Dummo (feat. Trippie Redd) | Discografia de Travis Scott<br><br>Ouça e veja as letras das músicas do álbum Dark Knight Dummo (feat. Trippie Redd) de Travis Scott no maior site de música do Brasil.<br><br>￼https://www.vagalume.com.br › dar...<br><br>Dark Knight Dummo",0.03055555555555557
Judge:ur facing 50 years<br>69:Trippie Redd<br>Trippie:pulls out pistols<br>Yes sir that&#39;s it,0.0
Damn that beats pay check must ave been nice.,0.6
Back when he was more joyful,0.25
La flame 🔥,0.0
MN E DIA E NOITE ESCUTANDO,0.0
"Oh my god<br>(Honorable C.N.O.T.E.) oh my god<br>Yeah, Big 14 know what the fuck goin&#39; on<br>Aye, hold up<br>Take a moment, count my guap, count my guap<br>All these racks bombin&#39; in, they bombin&#39; in (hold up)<br>Aye, count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pull up in a drop top, she drop dead<br>I pulled up in a drop top, she drop dead<br>My diamonds dancing hopscotch, they holding hands<br>My diamonds dancing hopscotch, they holding hands<br>Yeah, hold up<br>I don&#39;t know what planet I&#39;m on<br>I&#39;m a king, lil bitch watch the throne<br>I feel like Voldo, I&#39;ll chop off your arms (off your arms, yuh)<br>Steady causing havoc, yeah<br>Bitch I&#39;m ballin&#39; hard just like a Maverick (yeah)<br>Money stretch long lil&#39; bitch, like elastic<br>Now that bitch steady calling me Mr. Fantastic, yeah, ay<br>Know I keep a ratchet (alright)<br>If you play, boy I&#39;ll turn your ass to ashes, yeah<br>Automatic, doom-doom-doom-doom, bitch, I&#39;m blasting yeah<br>Ooh, put you in a casket, yeah<br>Money stretch long, it&#39;s elastic<br>I don&#39;t know what planet I&#39;m on (I&#39;m on Mars)<br>I&#39;m a king, lil&#39; bitch watch the throne<br>I feel like Voldo, I&#39;ll chop off your arms, yeah<br>Hold up, take a moment, count my guap, count my guap (yeah)<br>All these racks bombin&#39; in, they bombin&#39; in<br>Count my guap, count my guap (straight up)<br>Cannot stop comin&#39; in, comin&#39; in (yeah)<br>Pull up in a drop top, she drop dead (alright)<br>I pulled up in a drop top, she drop dead (yeah)<br>My diamond&#39;s dancing, hopscotch, they holding hands (yeah)<br>My diamond&#39;s dancing, hopscotch, they holding hands<br>Yeah<br>Astroworld&#39;s my planet, my home (yeah)<br>Car&#39;s too hot, the fumes too strong (yeah, yeah, it&#39;s lit)<br>Mixed this cup for way too long (yeah, yeah, alright)<br>Add it up, don&#39;t subtract it (yeah, yeah)<br>Pour this eighth with me and let&#39;s get blasted (straight up)<br>Lambo drive like a dragon (skrrt, skrrt, ooh)<br>Can&#39;t fall asleep at night &#39;cause they attacking, yeah<br>I, hop in the coupe, go insane<br>I, disappear, go David Blaine<br>We, don&#39;t do the same (no)<br>I, feed all my bitches the caine (white)<br>I, double cup to drown the pain (drank)<br>Light the octane (gas)<br>I&#39;ma put six in the Lambo and jet to the plane (skrrt, skrrt)<br>Move for this chain with your elbow, I hope you got aim (hope you got aim)<br>Don&#39;t need no more stains, or get hot like my name (La Flame)<br>Yeah, hide out in the trees with the bumblebees<br>Please say the name three times, we gon&#39; pop up on you like I&#39;m Bloody Mary, man<br>Hold up, take a moment, count my guap, count my guap<br>All these racks bombin&#39; in, they bombin&#39; in (hold up)<br>Aye, count my guap, count my guap<br>Cannot stop comin&#39; in, comin&#39; in<br>Pull up in a drop top, she drop dead<br>I pulled up in a drop top, she drop dead<br>My diamonds dancing, hopscotch, they holding hands<br>My diamonds dancing, hopscotch, they holding hands<br>Yeah",0.07724358974358975
this song makes me want to pour the milk first,0.25
